contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,maturity,flag,Price,maturity_years
SPXW220831P03860000,2022-08-10 20:09:53+00:00,3860.0,7.2,6.7,7.0,0.0,0.0,142.0,0.0,0.24268335449218748,0.0,REGULAR,USD,2022-08-31,put,6.85,0.05555555555555555
SPXW220831P03865000,2022-08-10 17:43:35+00:00,3865.0,8.0,6.9,7.2,0.0,0.0,8.0,0.0,0.2414168876647949,0.0,REGULAR,USD,2022-08-31,put,7.050000000000001,0.05555555555555555
SPXW220831P03870000,2022-08-10 15:12:13+00:00,3870.0,8.52,7.1,7.4,0.0,0.0,1.0,0.0,0.2400893862915039,0.0,REGULAR,USD,2022-08-31,put,7.25,0.05555555555555555
SPXW220831P03875000,2022-08-10 18:15:18+00:00,3875.0,8.27,7.3,7.7,0.0,0.0,372.0,0.0,0.23944852355957028,0.0,REGULAR,USD,2022-08-31,put,7.5,0.05555555555555555
SPXW220831P03880000,2022-08-10 18:49:26+00:00,3880.0,8.85,7.6,7.9,0.0,0.0,117.0,0.0,0.238014211730957,0.0,REGULAR,USD,2022-08-31,put,7.75,0.05555555555555555
SPXW220831P03885000,2022-08-10 18:59:17+00:00,3885.0,9.4,7.8,8.1,0.0,0.0,31.0,0.0,0.2365417533111572,0.0,REGULAR,USD,2022-08-31,put,7.949999999999999,0.05555555555555555
SPXW220831P03890000,2022-08-09 19:50:17+00:00,3890.0,20.66,8.0,8.4,0.0,0.0,109.0,0.0,0.235710157623291,0.0,REGULAR,USD,2022-08-31,put,8.2,0.05555555555555555
SPXW220831P03895000,2022-08-10 14:04:58+00:00,3895.0,11.3,8.3,8.6,0.0,0.0,1.0,0.0,0.23413851806640623,0.0,REGULAR,USD,2022-08-31,put,8.45,0.05555555555555555
SPXW220831P03900000,2022-08-11 07:29:52+00:00,3900.0,8.47,8.6,8.9,-0.8899994,-9.508541,8.0,0.0,0.23318485328674318,0.0,REGULAR,USD,2022-08-31,put,8.75,0.05555555555555555
SPXW220831P03905000,2022-08-10 17:35:30+00:00,3905.0,10.32,8.8,9.2,0.0,0.0,26.0,0.0,0.23216252464294432,0.0,REGULAR,USD,2022-08-31,put,9.0,0.05555555555555555
SPXW220831P03910000,2022-08-10 18:13:21+00:00,3910.0,10.1,9.1,9.5,0.0,0.0,31.0,0.0,0.23107916145324708,0.0,REGULAR,USD,2022-08-31,put,9.3,0.05555555555555555
SPXW220831P03915000,2022-08-11 00:16:02+00:00,3915.0,9.9,9.4,9.7,0.0,0.0,1.0,0.0,0.2293167889404297,0.0,REGULAR,USD,2022-08-31,put,9.55,0.05555555555555555
SPXW220831P03920000,2022-08-10 18:27:53+00:00,3920.0,11.07,9.7,10.1,0.0,0.0,7.0,0.0,0.22872170211791992,0.0,REGULAR,USD,2022-08-31,put,9.899999999999999,0.05555555555555555
SPXW220831P03925000,2022-08-10 18:48:46+00:00,3925.0,11.8,10.1,10.4,0.0,0.0,12.0,0.0,0.2274552352905273,0.0,REGULAR,USD,2022-08-31,put,10.25,0.05555555555555555
SPXW220831P03930000,2022-08-10 19:40:51+00:00,3930.0,11.22,10.3,10.7,0.0,0.0,29.0,0.0,0.22612773391723634,0.0,REGULAR,USD,2022-08-31,put,10.5,0.05555555555555555
SPXW220831P03935000,2022-08-11 02:42:20+00:00,3935.0,11.0,10.6,11.0,0.0,0.0,1.0,0.0,0.22475445663452143,0.0,REGULAR,USD,2022-08-31,put,10.8,0.05555555555555555
SPXW220831P03940000,2022-08-10 20:05:36+00:00,3940.0,11.98,11.0,11.5,0.0,0.0,77.0,0.0,0.22441876663208005,0.0,REGULAR,USD,2022-08-31,put,11.25,0.05555555555555555
SPXW220831P03945000,2022-08-10 17:37:34+00:00,3945.0,13.3,11.4,11.8,0.0,0.0,16.0,0.0,0.22291579093933103,0.0,REGULAR,USD,2022-08-31,put,11.600000000000001,0.05555555555555555
SPXW220831P03950000,2022-08-11 07:29:52+00:00,3950.0,11.61,11.8,12.2,-1.1000004,-8.654606,4.0,0.0,0.22188583297729486,0.0,REGULAR,USD,2022-08-31,put,12.0,0.05555555555555555
SPXW220831P03955000,2022-08-10 19:38:01+00:00,3955.0,13.14,12.2,12.6,0.0,0.0,10.0,0.0,0.22078721115112304,0.0,REGULAR,USD,2022-08-31,put,12.399999999999999,0.05555555555555555
SPXW220831P03960000,2022-08-10 19:37:33+00:00,3960.0,13.5,12.6,13.0,0.0,0.0,103.0,0.0,0.2196122961425781,0.0,REGULAR,USD,2022-08-31,put,12.8,0.05555555555555555
SPXW220831P03965000,2022-08-08 17:18:50+00:00,3965.0,27.3,13.0,13.4,0.0,0.0,4.0,0.0,0.21837634658813476,0.0,REGULAR,USD,2022-08-31,put,13.2,0.05555555555555555
SPXW220831P03970000,2022-08-10 19:58:33+00:00,3970.0,14.65,13.4,13.9,0.0,0.0,128.0,0.0,0.21756000953674318,0.0,REGULAR,USD,2022-08-31,put,13.65,0.05555555555555555
SPXW220831P03975000,2022-08-10 19:40:21+00:00,3975.0,14.85,13.8,14.3,0.0,0.0,134.0,0.0,0.2161867322540283,0.0,REGULAR,USD,2022-08-31,put,14.05,0.05555555555555555
SPXW220831P03980000,2022-08-10 19:57:15+00:00,3980.0,15.45,14.3,14.8,0.0,0.0,19.0,0.0,0.21521780883789063,0.0,REGULAR,USD,2022-08-31,put,14.55,0.05555555555555555
SPXW220831P03985000,2022-08-10 19:19:17+00:00,3985.0,16.7,14.9,15.3,0.0,0.0,56.0,0.0,0.21416496292114257,0.0,REGULAR,USD,2022-08-31,put,15.100000000000001,0.05555555555555555
SPXW220831P03990000,2022-08-10 19:57:15+00:00,3990.0,16.45,15.3,15.8,0.0,0.0,108.0,0.0,0.21304345314025877,0.0,REGULAR,USD,2022-08-31,put,15.55,0.05555555555555555
SPXW220831P03995000,2022-08-10 19:23:34+00:00,3995.0,17.5,15.8,16.3,0.0,0.0,10.0,0.0,0.2118456501770019,0.0,REGULAR,USD,2022-08-31,put,16.05,0.05555555555555555
SPXW220831P04000000,2022-08-10 20:03:55+00:00,4000.0,17.25,16.3,16.9,0.0,0.0,554.0,0.0,0.2109987958526611,0.0,REGULAR,USD,2022-08-31,put,16.6,0.05555555555555555
SPXW220831P04005000,2022-08-10 16:05:52+00:00,4005.0,19.65,16.9,17.4,0.0,0.0,2.0,0.0,0.20964840652465816,0.0,REGULAR,USD,2022-08-31,put,17.15,0.05555555555555555
SPXW220831P04010000,2022-08-10 19:40:51+00:00,4010.0,18.7,17.5,18.0,0.0,0.0,125.0,0.0,0.2086413365173339,0.0,REGULAR,USD,2022-08-31,put,17.75,0.05555555555555555
SPXW220831P04015000,2022-08-10 15:55:53+00:00,4015.0,20.75,18.0,18.6,0.0,0.0,1.0,0.0,0.2075503440093994,0.0,REGULAR,USD,2022-08-31,put,18.3,0.05555555555555555
SPXW220831P04020000,2022-08-10 19:31:12+00:00,4020.0,20.65,18.6,19.2,0.0,0.0,44.0,0.0,0.20637542900085445,0.0,REGULAR,USD,2022-08-31,put,18.9,0.05555555555555555
SPXW220831P04025000,2022-08-10 20:03:55+00:00,4025.0,20.35,19.3,19.9,0.0,0.0,134.0,0.0,0.20551331604003903,0.0,REGULAR,USD,2022-08-31,put,19.6,0.05555555555555555
SPXW220831P04030000,2022-08-10 19:46:12+00:00,4030.0,21.05,20.0,20.6,0.0,0.0,35.0,0.0,0.20455965126037592,0.0,REGULAR,USD,2022-08-31,put,20.3,0.05555555555555555
SPXW220831P04035000,2022-08-10 20:03:28+00:00,4035.0,21.84,20.6,21.2,0.0,0.0,7.0,0.0,0.2031482273864746,0.0,REGULAR,USD,2022-08-31,put,20.9,0.05555555555555555
SPXW220831P04040000,2022-08-10 19:31:12+00:00,4040.0,23.45,21.3,21.9,0.0,0.0,212.0,0.0,0.2020267176055908,0.0,REGULAR,USD,2022-08-31,put,21.6,0.05555555555555555
SPXW220831P04045000,2022-08-10 19:45:54+00:00,4045.0,23.2,22.2,22.7,0.0,0.0,52.0,0.0,0.20117604862213134,0.0,REGULAR,USD,2022-08-31,put,22.45,0.05555555555555555
SPXW220831P04050000,2022-08-10 20:06:35+00:00,4050.0,24.5,22.9,23.4,0.0,0.0,1533.0,0.0,0.1998828791809082,0.0,REGULAR,USD,2022-08-31,put,23.15,0.05555555555555555
SPXW220831P04055000,2022-08-10 19:45:56+00:00,4055.0,24.7,23.6,24.2,0.0,0.0,82.0,0.0,0.1988491065597534,0.0,REGULAR,USD,2022-08-31,put,23.9,0.05555555555555555
SPXW220831P04060000,2022-08-10 19:43:14+00:00,4060.0,25.64,24.4,25.0,0.0,0.0,89.0,0.0,0.19772378211975097,0.0,REGULAR,USD,2022-08-31,put,24.7,0.05555555555555555
SPXW220831P04065000,2022-08-08 15:25:27+00:00,4065.0,43.6,25.3,26.0,0.0,0.0,1.0,0.0,0.19718210052490232,0.0,REGULAR,USD,2022-08-31,put,25.65,0.05555555555555555
SPXW220831P04070000,2022-08-10 19:58:33+00:00,4070.0,27.95,26.1,26.8,0.0,0.0,127.0,0.0,0.19586985778808597,0.0,REGULAR,USD,2022-08-31,put,26.450000000000003,0.05555555555555555
SPXW220831P04075000,2022-08-10 19:40:21+00:00,4075.0,28.44,27.0,27.7,0.0,0.0,84.0,0.0,0.19479412391662596,0.0,REGULAR,USD,2022-08-31,put,27.35,0.05555555555555555
SPXW220831P04080000,2022-08-10 20:03:28+00:00,4080.0,29.38,27.9,28.6,0.0,0.0,136.0,0.0,0.19362683822631838,0.0,REGULAR,USD,2022-08-31,put,28.25,0.05555555555555555
SPXW220831P04085000,2022-08-10 15:29:30+00:00,4085.0,33.65,28.9,29.6,0.0,0.0,1.0,0.0,0.19267317344665527,0.0,REGULAR,USD,2022-08-31,put,29.25,0.05555555555555555
SPXW220831P04090000,2022-08-10 20:07:12+00:00,4090.0,31.77,30.0,30.6,0.0,0.0,14.0,0.0,0.19162032752990724,0.0,REGULAR,USD,2022-08-31,put,30.3,0.05555555555555555
SPXW220831P04095000,2022-08-10 19:19:17+00:00,4095.0,34.3,30.9,31.6,0.0,0.0,42.0,0.0,0.19046830047607421,0.0,REGULAR,USD,2022-08-31,put,31.25,0.05555555555555555
SPXW220831P04100000,2022-08-10 19:59:06+00:00,4100.0,33.66,32.0,32.7,0.0,0.0,2863.0,0.0,0.18951845035552983,0.0,REGULAR,USD,2022-08-31,put,32.35,0.05555555555555555
SPXW220831P04105000,2022-08-10 19:37:10+00:00,4105.0,34.85,33.1,33.8,0.0,0.0,20.0,0.0,0.18846178977966307,0.0,REGULAR,USD,2022-08-31,put,33.45,0.05555555555555555
SPXW220831P04110000,2022-08-10 18:53:44+00:00,4110.0,39.1,34.3,34.9,0.0,0.0,13.0,0.0,0.18729831874847414,0.0,REGULAR,USD,2022-08-31,put,34.599999999999994,0.05555555555555555
SPXW220831P04115000,2022-08-10 19:47:11+00:00,4115.0,36.77,35.4,36.1,0.0,0.0,20.0,0.0,0.1863217660140991,0.0,REGULAR,USD,2022-08-31,put,35.75,0.05555555555555555
SPXW220831P04120000,2022-08-10 19:47:11+00:00,4120.0,37.97,36.6,37.3,0.0,0.0,16.0,0.0,0.18523458816528315,0.0,REGULAR,USD,2022-08-31,put,36.95,0.05555555555555555
SPXW220831P04125000,2022-08-10 19:45:10+00:00,4125.0,38.95,37.8,38.6,0.0,0.0,51.0,0.0,0.18431906997680664,0.0,REGULAR,USD,2022-08-31,put,38.2,0.05555555555555555
SPXW220831P04130000,2022-08-10 19:57:50+00:00,4130.0,41.24,39.2,39.9,0.0,0.0,18.0,0.0,0.18328911201477047,0.0,REGULAR,USD,2022-08-31,put,39.55,0.05555555555555555
SPXW220831P04135000,2022-08-10 17:47:08+00:00,4135.0,43.4,40.5,41.2,0.0,0.0,6.0,0.0,0.1821447142791748,0.0,REGULAR,USD,2022-08-31,put,40.85,0.05555555555555555
SPXW220831P04140000,2022-08-10 16:04:48+00:00,4140.0,46.25,41.8,42.6,0.0,0.0,16.0,0.0,0.18116053222656248,0.0,REGULAR,USD,2022-08-31,put,42.2,0.05555555555555555
SPXW220831P04145000,2022-08-10 19:46:12+00:00,4145.0,44.62,43.3,44.0,0.0,0.0,18.0,0.0,0.18005809574127196,0.0,REGULAR,USD,2022-08-31,put,43.65,0.05555555555555555
SPXW220831P04150000,2022-08-10 20:12:10+00:00,4150.0,46.96,44.8,45.4,0.0,0.0,193.0,0.0,0.17884121948242188,0.0,REGULAR,USD,2022-08-31,put,45.099999999999994,0.05555555555555555
SPXW220831P04155000,2022-08-10 17:47:08+00:00,4155.0,49.5,46.2,46.9,0.0,0.0,3.0,0.0,0.17776548561096192,0.0,REGULAR,USD,2022-08-31,put,46.55,0.05555555555555555
SPXW220831P04160000,2022-08-10 19:52:40+00:00,4160.0,51.1,47.8,48.5,0.0,0.0,17.0,0.0,0.17683470878601074,0.0,REGULAR,USD,2022-08-31,put,48.15,0.05555555555555555
SPXW220831P04165000,2022-08-10 19:38:01+00:00,4165.0,51.85,49.5,50.2,0.0,0.0,11.0,0.0,0.17603363037109376,0.0,REGULAR,USD,2022-08-31,put,49.85,0.05555555555555555
SPXW220831P04170000,2022-08-10 19:58:33+00:00,4170.0,53.85,51.1,51.8,0.0,0.0,111.0,0.0,0.1748434567260742,0.0,REGULAR,USD,2022-08-31,put,51.45,0.05555555555555555
SPXW220831P04175000,2022-08-11 07:03:18+00:00,4175.0,50.87,52.8,53.6,-4.16,-7.559513,3.0,0.0,0.17404237831115724,0.0,REGULAR,USD,2022-08-31,put,53.2,0.05555555555555555
SPXW220831P04180000,2022-08-10 19:48:16+00:00,4180.0,56.65,54.5,55.3,0.0,0.0,46.0,0.0,0.1728522046661377,0.0,REGULAR,USD,2022-08-31,put,54.9,0.05555555555555555
SPXW220831P04185000,2022-08-10 14:32:14+00:00,4185.0,69.7,56.3,57.0,0.0,0.0,2.0,0.0,0.1715361472702026,0.0,REGULAR,USD,2022-08-31,put,56.65,0.05555555555555555
SPXW220831P04190000,2022-08-10 18:31:35+00:00,4190.0,64.7,58.2,58.9,0.0,0.0,11.0,0.0,0.17058629714965823,0.0,REGULAR,USD,2022-08-31,put,58.55,0.05555555555555555
SPXW220831P04195000,2022-08-10 19:10:59+00:00,4195.0,68.0,60.3,61.0,0.0,0.0,20.0,0.0,0.16999883964538579,0.0,REGULAR,USD,2022-08-31,put,60.65,0.05555555555555555
SPXW220831P04200000,2022-08-11 07:03:18+00:00,4200.0,59.87,62.1,62.8,-5.299999,-8.132576,4.0,0.0,0.168526381225586,0.0,REGULAR,USD,2022-08-31,put,62.45,0.05555555555555555
SPXW220831P04205000,2022-08-10 19:11:05+00:00,4205.0,72.4,64.2,64.9,0.0,0.0,13.0,0.0,0.1676566389465332,0.0,REGULAR,USD,2022-08-31,put,64.55000000000001,0.05555555555555555
SPXW220831P04210000,2022-08-10 20:11:43+00:00,4210.0,69.55,66.3,67.1,0.0,0.0,155.0,0.0,0.16689370712280277,0.0,REGULAR,USD,2022-08-31,put,66.69999999999999,0.05555555555555555
SPXW220831P04215000,2022-08-10 17:25:29+00:00,4215.0,73.9,68.4,69.3,0.0,0.0,6.0,0.0,0.1659858182525635,1.0,REGULAR,USD,2022-08-31,put,68.85,0.05555555555555555
SPXW220831P04220000,2022-08-10 19:33:24+00:00,4220.0,76.23,71.0,71.7,0.0,0.0,92.0,0.0,0.16542124870300295,1.0,REGULAR,USD,2022-08-31,put,71.35,0.05555555555555555
SPXW220831P04225000,2022-08-10 18:09:29+00:00,4225.0,78.7,73.4,74.1,0.0,0.0,27.0,0.0,0.16471553676605222,1.0,REGULAR,USD,2022-08-31,put,73.75,0.05555555555555555
SPXW220831P04230000,2022-08-10 19:44:35+00:00,4230.0,77.43,75.3,76.0,0.0,0.0,83.0,0.0,0.1626060302734375,1.0,REGULAR,USD,2022-08-31,put,75.65,0.05555555555555555
SPXW220831P04235000,2022-08-10 17:27:48+00:00,4235.0,84.2,77.8,78.6,0.0,0.0,6.0,0.0,0.16208723663330077,1.0,REGULAR,USD,2022-08-31,put,78.19999999999999,0.05555555555555555
SPXW220831P04240000,2022-08-10 18:20:31+00:00,4240.0,87.21,80.2,80.9,0.0,0.0,115.0,0.0,0.16066055412292482,1.0,REGULAR,USD,2022-08-31,put,80.55000000000001,0.05555555555555555
SPXW220831P04245000,2022-08-10 19:07:28+00:00,4245.0,93.3,82.5,83.5,0.0,0.0,70.0,0.0,0.15982895843505857,1.0,REGULAR,USD,2022-08-31,put,83.0,0.05555555555555555
SPXW220831P04250000,2022-08-10 19:26:11+00:00,4250.0,91.96,85.1,86.1,0.0,0.0,315.0,0.0,0.1588295177459717,1.0,REGULAR,USD,2022-08-31,put,85.6,0.05555555555555555
SPXW220831P04255000,2022-08-10 19:26:47+00:00,4255.0,94.8,88.0,88.9,0.0,0.0,7.0,0.0,0.15818102569580078,1.0,REGULAR,USD,2022-08-31,put,88.45,0.05555555555555555
SPXW220831P04260000,2022-08-10 19:59:58+00:00,4260.0,94.36,90.7,91.5,0.0,0.0,400.0,0.0,0.1568458950042725,1.0,REGULAR,USD,2022-08-31,put,91.1,0.05555555555555555
SPXW220831P04265000,2022-08-10 15:10:56+00:00,4265.0,100.1,93.6,94.5,0.0,0.0,6.0,0.0,0.1563805065917969,1.0,REGULAR,USD,2022-08-31,put,94.05,0.05555555555555555
SPXW220831P04270000,2022-08-10 19:59:58+00:00,4270.0,100.34,96.4,97.2,0.0,0.0,278.0,0.0,0.15496145339965822,1.0,REGULAR,USD,2022-08-31,put,96.80000000000001,0.05555555555555555
SPXW220831P04275000,2022-08-10 18:55:02+00:00,4275.0,111.3,99.3,100.2,0.0,0.0,6.0,0.0,0.15415274566650394,1.0,REGULAR,USD,2022-08-31,put,99.75,0.05555555555555555
SPXW220831P04280000,2022-08-10 19:59:58+00:00,4280.0,106.57,102.3,103.2,0.0,0.0,127.0,0.0,0.15316474895477294,1.0,REGULAR,USD,2022-08-31,put,102.75,0.05555555555555555
SPXW220831P04285000,2022-07-29 15:01:30+00:00,4285.0,203.35,105.4,106.3,0.0,0.0,4.0,0.0,0.15226830406188965,1.0,REGULAR,USD,2022-08-31,put,105.85,0.05555555555555555
SPXW220831P04290000,2022-08-10 19:59:57+00:00,4290.0,113.02,108.5,109.4,0.0,0.0,129.0,0.0,0.15118494087219242,1.0,REGULAR,USD,2022-08-31,put,108.95,0.05555555555555555
SPXW220831P04295000,2022-08-10 15:24:06+00:00,4295.0,120.83,111.7,112.6,0.0,0.0,2.0,0.0,0.1501931295013428,1.0,REGULAR,USD,2022-08-31,put,112.15,0.05555555555555555
SPXW220831P04300000,2022-08-10 19:59:57+00:00,4300.0,119.8,113.3,118.0,0.0,0.0,179.0,0.0,0.15538869522094728,1.0,REGULAR,USD,2022-08-31,put,115.65,0.05555555555555555
SPXW220831P04305000,2022-06-15 15:39:06+00:00,4305.0,546.67,450.9,456.9,0.0,0.0,0.0,1.0,0.9959068707656862,1.0,REGULAR,USD,2022-08-31,put,453.9,0.05555555555555555
SPXW220831P04310000,2022-08-10 20:11:43+00:00,4310.0,128.13,119.9,124.8,0.0,0.0,103.0,0.0,0.153866646232605,1.0,REGULAR,USD,2022-08-31,put,122.35,0.05555555555555555
SPXW220831P04315000,2022-08-10 19:24:19+00:00,4315.0,135.12,124.0,128.9,0.0,0.0,3.0,0.0,0.15496526805877686,1.0,REGULAR,USD,2022-08-31,put,126.45,0.05555555555555555
SPXW220831P04320000,2022-08-05 19:50:28+00:00,4320.0,188.55,127.5,132.4,0.0,0.0,3.0,0.0,0.15408408180236818,1.0,REGULAR,USD,2022-08-31,put,129.95,0.05555555555555555
SPXW220831P04325000,2022-07-25 14:18:39+00:00,4325.0,372.2,130.6,135.3,0.0,0.0,2.0,0.0,0.15107813041687015,1.0,REGULAR,USD,2022-08-31,put,132.95,0.05555555555555555
SPXW220831P04330000,2022-06-30 19:41:43+00:00,4330.0,546.0,216.4,222.1,0.0,0.0,2.0,149.0,0.3793091854858398,1.0,REGULAR,USD,2022-08-31,put,219.25,0.05555555555555555
SPXW220831P04335000,2022-06-10 15:33:15+00:00,4335.0,460.98,435.7,441.7,0.0,0.0,6.0,41.0,0.914250277671814,1.0,REGULAR,USD,2022-08-31,put,438.7,0.05555555555555555
SPXW220831P04340000,2022-07-26 19:59:34+00:00,4340.0,420.4,141.7,146.7,0.0,0.0,1.0,0.0,0.14949123222351077,1.0,REGULAR,USD,2022-08-31,put,144.2,0.05555555555555555
SPXW220831P04345000,2022-06-24 16:10:39+00:00,4345.0,471.31,385.3,393.1,0.0,0.0,2.0,1.0,0.7763312772369386,1.0,REGULAR,USD,2022-08-31,put,389.20000000000005,0.05555555555555555
SPXW220831P04350000,2022-08-10 14:46:20+00:00,4350.0,167.04,149.4,154.1,0.0,0.0,1.0,0.0,0.1466989017486572,1.0,REGULAR,USD,2022-08-31,put,151.75,0.05555555555555555
SPXW220831P04360000,2022-07-22 19:50:42+00:00,4360.0,411.34,157.3,162.0,0.0,0.0,1.0,0.0,0.1448526067352295,1.0,REGULAR,USD,2022-08-31,put,159.65,0.05555555555555555
SPXW220831P04365000,2022-06-06 14:11:19+00:00,4365.0,284.85,534.9,542.1,0.0,0.0,3.0,12.0,1.1172338755226134,1.0,REGULAR,USD,2022-08-31,put,538.5,0.05555555555555555
SPXW220831P04370000,2022-07-29 13:52:38+00:00,4370.0,278.27,165.3,170.1,0.0,0.0,1.0,0.0,0.14291475990295413,1.0,REGULAR,USD,2022-08-31,put,167.7,0.05555555555555555
SPXW220831P04375000,2022-05-10 17:42:23+00:00,4375.0,430.67,377.1,384.2,0.0,0.0,2.0,181.0,0.7091093542480469,1.0,REGULAR,USD,2022-08-31,put,380.65,0.05555555555555555
SPXW220831P04380000,2022-08-10 19:48:16+00:00,4380.0,181.52,173.6,178.4,0.0,0.0,1.0,0.0,0.14090061988830568,1.0,REGULAR,USD,2022-08-31,put,176.0,0.05555555555555555
SPXW220831P04385000,2022-07-21 13:35:00+00:00,4385.0,437.94,177.8,182.6,0.0,0.0,0.0,0.0,0.13974859283447266,1.0,REGULAR,USD,2022-08-31,put,180.2,0.05555555555555555
SPXW220831P04390000,2022-07-01 14:52:23+00:00,4390.0,633.03,267.1,273.6,0.0,0.0,2.0,0.0,0.4102575149154663,1.0,REGULAR,USD,2022-08-31,put,270.35,0.05555555555555555
SPXW220831P04400000,2022-08-10 16:16:55+00:00,4400.0,206.82,190.7,195.7,0.0,0.0,464.0,0.0,0.13742928009033206,1.0,REGULAR,USD,2022-08-31,put,193.2,0.05555555555555555
SPXW220831P04410000,2022-07-29 14:39:20+00:00,4410.0,302.51,199.5,204.5,0.0,0.0,10.0,0.0,0.13495738098144533,1.0,REGULAR,USD,2022-08-31,put,202.0,0.05555555555555555
SPXW220831P04415000,2022-07-18 16:31:38+00:00,4415.0,524.32,204.6,207.9,0.0,0.0,0.0,0.0,0.12537495727539064,1.0,REGULAR,USD,2022-08-31,put,206.25,0.05555555555555555
SPXW220831P04420000,2022-07-18 16:50:46+00:00,4420.0,533.0,208.4,213.4,0.0,0.0,3.0,0.0,0.13179884323120117,1.0,REGULAR,USD,2022-08-31,put,210.9,0.05555555555555555
SPXW220831P04425000,2022-07-29 14:39:20+00:00,4425.0,316.05,211.5,219.0,0.0,0.0,10.0,0.0,0.1387872987365723,1.0,REGULAR,USD,2022-08-31,put,215.25,0.05555555555555555
SPXW220831P04430000,2022-06-29 14:06:49+00:00,4430.0,601.01,314.0,319.3,0.0,0.0,2.0,5.0,0.45875709095001227,1.0,REGULAR,USD,2022-08-31,put,316.65,0.05555555555555555
SPXW220831P04440000,2022-07-27 20:00:01+00:00,4440.0,421.38,225.2,232.6,0.0,0.0,2.0,0.0,0.13417919052124022,1.0,REGULAR,USD,2022-08-31,put,228.89999999999998,0.05555555555555555
SPXW220831P04445000,2022-07-18 16:06:51+00:00,4445.0,550.1,229.8,237.3,0.0,0.0,3.0,0.0,0.13347729324340818,1.0,REGULAR,USD,2022-08-31,put,233.55,0.05555555555555555
SPXW220831P04450000,2022-07-01 14:52:23+00:00,4450.0,691.43,321.5,328.6,0.0,0.0,2.0,429.0,0.4455545557403564,1.0,REGULAR,USD,2022-08-31,put,325.05,0.05555555555555555
SPXW220831P04460000,2022-07-19 19:06:31+00:00,4460.0,530.03,243.8,251.2,0.0,0.0,2.0,0.0,0.12662616546630856,1.0,REGULAR,USD,2022-08-31,put,247.5,0.05555555555555555
SPXW220831P04470000,2022-07-19 19:06:31+00:00,4470.0,539.88,253.2,260.6,0.0,0.0,1.0,0.0,0.12024805541992187,1.0,REGULAR,USD,2022-08-31,put,256.9,0.05555555555555555
SPXW220831P04475000,2022-08-03 19:42:27+00:00,4475.0,314.87,257.9,265.4,0.0,0.0,1.0,0.0,0.11756253540039063,1.0,REGULAR,USD,2022-08-31,put,261.65,0.05555555555555555
SPXW220831P04480000,2022-08-09 16:43:09+00:00,4480.0,364.65,264.8,268.2,0.0,0.0,5.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2022-08-31,put,266.5,0.05555555555555555
SPXW220831P04490000,2022-08-09 15:29:58+00:00,4490.0,361.71,272.2,279.7,0.0,0.0,50.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2022-08-31,put,275.95,0.05555555555555555
SPXW220831P04500000,2022-08-09 18:08:49+00:00,4500.0,375.92,281.8,289.3,0.0,0.0,55.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2022-08-31,put,285.55,0.05555555555555555
SPXW220831P04510000,2022-08-05 13:38:41+00:00,4510.0,386.89,291.4,298.9,0.0,0.0,1.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2022-08-31,put,295.15,0.05555555555555555
SPXW220831P04520000,2022-07-01 17:32:22+00:00,4520.0,734.27,388.1,395.6,0.0,0.0,5.0,12.0,0.49006399833679204,1.0,REGULAR,USD,2022-08-31,put,391.85,0.05555555555555555
SPXW220831P04525000,2022-05-12 14:11:24+00:00,4525.0,626.68,616.3,633.9,0.0,0.0,20.0,37.0,1.0810058767318727,1.0,REGULAR,USD,2022-08-31,put,625.0999999999999,0.05555555555555555
SPXW220831P04530000,2022-04-26 14:19:29+00:00,4530.0,391.3,505.5,512.9,0.0,0.0,4.0,391.0,0.7776587786102295,1.0,REGULAR,USD,2022-08-31,put,509.2,0.05555555555555555
SPXW220831P04540000,2022-06-28 18:16:29+00:00,4540.0,692.64,421.5,454.0,0.0,0.0,20.0,163.0,0.5675931302642823,1.0,REGULAR,USD,2022-08-31,put,437.75,0.05555555555555555
SPXW220831P04550000,2022-08-09 16:43:09+00:00,4550.0,433.9,332.9,335.6,0.0,0.0,5.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2022-08-31,put,334.25,0.05555555555555555
SPXW220831P04560000,2022-08-08 17:54:10+00:00,4560.0,412.96,340.3,347.7,0.0,0.0,5.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2022-08-31,put,344.0,0.05555555555555555
SPXW220831P04570000,2022-06-10 20:00:29+00:00,4570.0,674.39,659.5,671.8,0.0,0.0,8.0,20.0,1.1077925469970704,1.0,REGULAR,USD,2022-08-31,put,665.65,0.05555555555555555
SPXW220831P04575000,2022-08-05 13:38:41+00:00,4575.0,450.62,355.0,362.5,0.0,0.0,1.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2022-08-31,put,358.75,0.05555555555555555
SPXW220831P04580000,2022-07-29 18:26:24+00:00,4580.0,455.95,360.1,368.1,0.0,0.0,14.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2022-08-31,put,364.1,0.05555555555555555
